"subjectID","trial","roi","meanPE","sdPE","run"
"FP003",4,"pgACC",1.09024,5.913,"run1"
"FP003",5,"pgACC",3.16461,5.54687,"run1"
"FP003",6,"pgACC",1.72124,5.87564,"run1"
"FP003",7,"pgACC",0.97645,5.59562,"run1"
"FP003",8,"pgACC",-0.806466,5.85753,"run1"
"FP003",9,"pgACC",1.35606,5.93858,"run1"
"FP003",10,"pgACC",0.58554,5.81202,"run1"
"FP003",11,"pgACC",-0.0265437,5.72575,"run1"
"FP003",12,"pgACC",-0.651629,5.27021,"run1"
"FP003",13,"pgACC",1.32571,5.52321,"run1"
"FP003",14,"pgACC",2.26518,6.05602,"run1"
"FP003",15,"pgACC",0.58798,4.84197,"run1"
"FP003",16,"pgACC",1.29643,5.15042,"run1"
"FP003",17,"pgACC",-1.11463,4.76229,"run1"
"FP003",18,"pgACC",0.599934,6.15309,"run1"
"FP003",19,"pgACC",1.057,5.38655,"run1"
"FP003",20,"pgACC",-1.97729,5.73412,"run1"
"FP003",21,"pgACC",1.15033,4.67207,"run1"
"FP003",22,"pgACC",-1.57678,6.83108,"run1"
"FP003",23,"pgACC",0.161112,6.6196,"run1"
"FP003",24,"pgACC",-0.00956793,6.18183,"run1"
"FP003",25,"pgACC",0.620735,5.29976,"run1"
"FP003",26,"pgACC",0.180031,5.69142,"run1"
"FP003",27,"pgACC",1.57151,5.88005,"run1"
"FP003",28,"pgACC",-0.242263,5.38088,"run1"
"FP003",29,"pgACC",1.17872,5.72184,"run1"
"FP003",30,"pgACC",-2.07331,5.37167,"run1"
"FP003",31,"pgACC",-0.613336,5.44781,"run1"
"FP003",32,"pgACC",-0.23551,5.13452,"run1"
"FP003",33,"pgACC",1.68901,5.93401,"run1"
"FP003",34,"pgACC",0.0301672,6.05207,"run1"
"FP003",35,"pgACC",0.250577,5.60964,"run1"
"FP003",36,"pgACC",-0.340084,6.50522,"run1"
"FP003",1,"pgACC",2.07879,6.04155,"run2"
"FP003",2,"pgACC",-0.233469,5.73054,"run2"
"FP003",3,"pgACC",0.61033,6.00133,"run2"
"FP003",4,"pgACC",0.651173,6.00736,"run2"
"FP003",5,"pgACC",-2.31172,6.0883,"run2"
"FP003",6,"pgACC",-1.61196,5.89757,"run2"
"FP003",7,"pgACC",-1.44602,5.6667,"run2"
"FP003",8,"pgACC",0.0904838,5.20077,"run2"
"FP003",9,"pgACC",-3.2782,5.85397,"run2"
"FP003",10,"pgACC",-0.533037,5.6862,"run2"
"FP003",11,"pgACC",0.529046,5.22095,"run2"
"FP003",12,"pgACC",-1.96307,5.36075,"run2"
"FP003",13,"pgACC",1.16272,5.03686,"run2"
"FP003",14,"pgACC",-1.17061,5.6471,"run2"
"FP003",15,"pgACC",-2.45747,5.71824,"run2"
"FP003",16,"pgACC",-0.506401,5.45412,"run2"
"FP003",17,"pgACC",1.091,4.72598,"run2"
"FP003",18,"pgACC",0.197093,5.02662,"run2"
"FP003",19,"pgACC",0.561179,4.72097,"run2"
"FP003",20,"pgACC",-2.59846,6.14179,"run2"
"FP003",21,"pgACC",0.0374764,5.41303,"run2"
